2887	"bygningskonstruksjoner"
2888	"byggeteknikk"
2889	"byggeingeni›rer"
2890	"bakervarer"
2891	"konditorvarer"
2892	"kaker"
2893	"rundstykker"
2894	"ferske br›d"
2895	"konfekter"
2896	"bilreparasjoner"
2897	"karosserireparasjoner"
2898	"bilverksted"
2899	"bilutstyr"
2900	"rengj›ringsmidler"
2901	"fosfatfrie rengj›ringsm."
2902	"lavdoserende rengj›ringsm"
2904	"singlet"
2905	"collegegensere"
2906	"fritidsdresser"
2907	"fr›ya tr›ya"
2908	"fotterapi"
2909	"hudpleie"
2911	"manikyr"
2912	"h†rfjerning"
2913	"kroppsmassasje"
2914	"aromaterapi"
2918	"lymfedrenasje"
2919	"ansiktsbehandling"
2921	"tornefjerning"
2922	"treskj‘ringsverksted"
2923	"hj›rneskap"
2924	"trekister"
2925	"speilrammer"
2926	"kister"
2927	"sportsutstyr"
2928	"sportsartikler"
2929	"treningsutstyr"
2930	"adidas"
2931	"treningst›y"
2932	"joggedrakter"
2933	"elektronikk"
2934	"pneumatikk"
2935	"turtallsregulering"
2936	"lydutstyr"
2937	"elektroteknikk"
2938	"sprengning"
2939	"bygningsarbeider"
2940	"t›rmerarbeider"
2941	"nybygging"
2942	"stykkgodstransport"
